log_id,source_node,target_node,edge_type,label
invictus_enriched.csv:56,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketPolicyStatus,0
invictus_enriched.csv:57,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,ListAccessPoints,0
invictus_enriched.csv:58,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketLogging,0
invictus_enriched.csv:59,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketPolicy,0
invictus_enriched.csv:60,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketLocation,0
invictus_enriched.csv:61,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketAcl,0
invictus_enriched.csv:62,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketLogging,0
invictus_enriched.csv:63,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketAcl,0
invictus_enriched.csv:64,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketPolicy,0
invictus_enriched.csv:65,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketLocation,0
invictus_enriched.csv:66,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketPolicy,0
invictus_enriched.csv:67,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketLogging,0
invictus_enriched.csv:68,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketAcl,0
invictus_enriched.csv:69,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketLocation,0
invictus_enriched.csv:70,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketLogging,0
invictus_enriched.csv:71,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketPolicy,0
invictus_enriched.csv:72,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketAcl,0
