log_id,source_node,target_node,edge_type,label
1246,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-9-7ChiHt,DescribeSecret,0
1247,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-8-2aONLk,GetResourcePolicy,0
1248,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1249,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1250,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-10-agquim,GetResourcePolicy,0
1251,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1252,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1253,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1254,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-0-xehWok,DescribeSecret,0
1255,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-11-mekIRl,GetResourcePolicy,0
1256,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-leave-org-role,GetRole,0
1257,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1258,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeImages,0
1259,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-13-nFvpuv,DescribeSecret,0
1260,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-7-nFvpuv,DescribeSecret,0
1261,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-17-QaRzei,DescribeSecret,0
1262,arn:aws:iam::123837392027:user/bert-jan,vpc-0fa94f40db415f317,DescribeVpcAttribute,0
1263,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcClassicLinkDnsSupport,0
1264,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-enumerate-role,GetRole,0
1265,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-leave-org-role,GetRolePolicy,0
1266,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-get-usr-data-role,ListAttachedRolePolicies,0
1267,arn:aws:iam::123837392027:user/bert-jan,vpc-0fa94f40db415f317,DescribeVpcAttribute,0
1268,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,ListAttachedRolePolicies,0
1269,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-15-wL771x,GetSecretValue,1
1270,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1271,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-14-ZgthLn,GetSecretValue,1
1272,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1273,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1274,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-39,GetParameter,0
1275,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1276,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-2-agquim,GetSecretValue,1
1277,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1278,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1279,arn:aws:iam::123837392027:user/bert-jan,vpc-0fa94f40db415f317,DescribeVpcAttribute,0
1280,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcClassicLink,0
1281,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1282,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1283,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-remove-flow-logs-role,GetRolePolicy,0
1284,arn:aws:iam::123837392027:user/bert-jan,arn:aws:iam::123837392027:policy/stratus-red-team-ec2lui-policy-pcccexdthk,GetPolicy,0
1285,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1286,arn:aws:iam::123837392027:user/bert-jan,arn:aws:iam::123837392027:policy/stratus-red-team-ec2lui-policy-pcccexdthk,GetPolicyVersion,0
1287,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-7-nFvpuv,GetSecretValue,1
1288,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcClassicLinkDnsSupport,0
1289,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1290,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeAvailabilityZones,0
1291,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-9-7ChiHt,GetSecretValue,1
1292,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-40,GetParameter,0
1293,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-10-agquim,GetSecretValue,1
1294,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-17-QaRzei,GetSecretValue,1
1295,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2lui-role-pcccexdthk,GetRole,0
1296,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2lui-role-pcccexdthk,ListRolePolicies,0
1297,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2lui-role-pcccexdthk,ListAttachedRolePolicies,0
1298,arn:aws:iam::123837392027:user/bert-jan,arn:aws:iam::123837392027:policy/stratus-red-team-ec2lui-policy-pcccexdthk,GetPolicy,0
1299,arn:aws:iam::123837392027:user/bert-jan,arn:aws:iam::123837392027:policy/stratus-red-team-ec2lui-policy-pcccexdthk,ListEntitiesForPolicy,0
1300,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-1,GetParameter,0
1301,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketCors,0
1302,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1303,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketAcl,0
1304,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-enumerate-role,ListAttachedRolePolicies,0
1305,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-4-xehWok,GetSecretValue,1
1306,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcs,0
1307,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1308,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-16-ZgthLn,GetSecretValue,1
1309,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-7,GetParameter,0
1310,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-31,GetParameter,0
1311,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetCallerIdentity,0
1312,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-11-mekIRl,GetSecretValue,1
1313,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-13,GetParameter,0
1314,arn:aws:iam::123837392027:user/bert-jan,vpc-0255d384b4b458b46,DescribeVpcAttribute,0
1315,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,ListAttachedRolePolicies,0
1316,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1317,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-3-i1OGGG,GetSecretValue,1
1318,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-12-mwz4gq,GetSecretValue,1
1319,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-5-iugd0p,GetSecretValue,1
1320,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,DescribeVpcAttribute,0
1321,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketCors,0
1322,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1323,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-19-0HEVow,GetSecretValue,1
1324,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1325,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-0-xehWok,GetSecretValue,1
1326,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-enumerate-instance,GetInstanceProfile,0
1327,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-16,GetParameter,0
1328,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1329,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1330,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1331,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1332,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeImages,0
1333,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1334,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1335,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1336,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1337,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketWebsite,0
1338,arn:aws:iam::123837392027:user/bert-jan,vpc-04ae35a334cd7ef4f,DescribeVpcAttribute,0
1339,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1340,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1341,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1342,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-6-fAVH0t,GetSecretValue,1
1343,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1344,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-1-ywtiPr,GetSecretValue,1
1345,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1346,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketWebsite,0
1347,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1348,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkAcls,0
1349,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1350,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1351,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1352,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1353,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-35,GetParameter,0
1354,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-leave-org-role,ListAttachedRolePolicies,0
1355,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1356,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1357,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-13-nFvpuv,GetSecretValue,1
1358,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1359,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-18-L0CnJd,GetSecretValue,1
1360,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1361,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1362,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1363,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-28,GetParameter,0
1364,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,DescribeVpcAttribute,0
1365,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,GetRolePolicy,0
1366,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1367,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-8-2aONLk,GetSecretValue,1
1368,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1369,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1370,arn:aws:iam::123837392027:user/bert-jan,vpc-04ae35a334cd7ef4f,DescribeVpcAttribute,0
1371,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
1372,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1373,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSecurityGroups,0
1374,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketVersioning,0
1375,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1376,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetAccelerateConfiguration,0
1377,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketRequestPayment,0
1378,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
1379,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-19,GetParameter,0
1380,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1381,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-37,GetParameter,0
1382,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1383,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1384,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-30,GetParameter,0
1385,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1386,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
1387,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,ListInstanceProfilesForRole,0
1388,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
1389,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1390,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-6,GetParameter,0
1391,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1392,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSecurityGroups,0
1393,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1394,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1395,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-14,GetParameter,0
1396,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1397,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1398,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1399,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1400,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-get-usr-data-role,ListInstanceProfilesForRole,0
1401,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkAcls,0
1402,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
1403,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1404,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1405,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-24,GetParameter,0
1406,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1407,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1408,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1409,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInternetGateways,0
1410,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-11,GetParameter,0
1411,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSecurityGroups,0
1412,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
1413,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1414,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkAcls,0
1415,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1416,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-instance,GetInstanceProfile,0
1417,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkAcls,0
1418,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1419,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,GetRole,0
1420,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1421,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1422,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-5,GetParameter,0
1423,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketVersioning,0
1424,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetAccelerateConfiguration,0
1425,arn:aws:iam::123837392027:user/bert-jan,SYMMETRIC_DEFAULT,Decrypt,0
1426,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1427,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1428,arn:aws:iam::123837392027:user/bert-jan,/credentials/stratus-red-team/credentials-29,GetParameter,0
1429,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
1430,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1431,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeFlowLogs,0
1432,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,DeleteRolePolicy,0
1433,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-17-QaRzei,DeleteSecret,0
1434,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketLifecycle,0
1435,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSecurityGroups,0
1436,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInternetGateways,0
1437,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-9-7ChiHt,DeleteSecret,0
1438,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1439,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-leave-org-role,ListRolePolicies,0
1440,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-1-ywtiPr,DeleteSecret,0
1441,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-18-L0CnJd,DeleteSecret,0
1442,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-12-mwz4gq,DeleteSecret,0
1443,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1444,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-0-xehWok,DeleteSecret,0
1445,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
1446,,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketAcl,0
1447,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-get-usr-data-role,ListRolePolicies,0
1448,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1449,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-19-0HEVow,DeleteSecret,0
1450,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-7-nFvpuv,DeleteSecret,0
1451,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-11-mekIRl,DeleteSecret,0
1452,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInternetGateways,0
1453,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkInterfaces,0
1454,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,DeleteRole,0
1455,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1456,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1457,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
1458,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1459,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-leave-org-role,ListInstanceProfilesForRole,0
1460,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
1461,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketRequestPayment,0
1462,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-10-agquim,DeleteSecret,0
1463,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
1464,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
1465,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketLifecycle,0
1466,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1467,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-3-i1OGGG,DeleteSecret,0
1468,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
1469,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1470,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1471,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-4-xehWok,DeleteSecret,0
1472,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-get-usr-data-role,DeleteRolePolicy,0
1473,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-5-iugd0p,DeleteSecret,0
1474,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketLogging,0
1475,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-15-wL771x,DeleteSecret,0
1476,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketLogging,0
1477,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-8-2aONLk,DeleteSecret,0
1478,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1479,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-2-agquim,DeleteSecret,0
1480,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-get-usr-data-role,DeleteRole,0
1481,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1482,arn:aws:iam::123837392027:user/bert-jan,arn:aws:secretsmanager:us-east-1:123837392027:secret:stratus-red-team-retrieve-secret-14-ZgthLn,DeleteSecret,0
1483,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1484,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1485,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1486,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1487,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
1488,arn:aws:iam::123837392027:user/bert-jan,vpc-0255d384b4b458b46,DeleteVpc,0
1489,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2lui-role-pcccexdthk,DetachRolePolicy,0
1490,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstances,0
1491,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1492,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,GetBucketObjectLockConfiguration,0
1493,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
1494,arn:aws:iam::123837392027:user/bert-jan,/stratus-red-team/vpc-flow-logs,DeleteLogGroup,0
1495,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkInterfaces,0
1496,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeTags,0
1497,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
1498,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-remove-flow-logs-role,DeleteRolePolicy,0
